Figure Order,Figure 3
Figure Title,Period Total Fertility Often Varies More Than Completed Cohort Fertility
Source,TFR data are from the UN World Population Prospects 2024 (United Nations 2024). Completed cohort fertility data are from the Human Fertility Database (Human Fertility Database 2023).
Note,"Figure displays period total fertility rates (TFRs) and completed cohort fertility (CCF) for a select group of countries where sufficient CCF data were available. Cohorts are plotted at their date of birth plus 30 years. For example, the CCF for the 1970 birth cohort is plotted at 2000. We plot the full range of available cohort years from the HFD, which differ by country."

ISO3Alphacode,year,PeriodTFR,CCF,country_name
PRT,1971,2.995,2.606,Portugal
PRT,1972,2.857,2.548,Portugal
PRT,1973,2.765,2.527,Portugal
PRT,1974,2.695,2.495,Portugal
PRT,1975,2.75,2.405,Portugal
PRT,1976,2.807,2.35,Portugal
PRT,1977,2.682,2.256,Portugal
PRT,1978,2.45,2.204,Portugal
PRT,1979,2.315,2.129,Portugal
PRT,1980,2.245,2.093,Portugal
PRT,1981,2.131,2.07,Portugal
PRT,1982,2.07,2.055,Portugal
PRT,1983,1.955,2.035,Portugal
PRT,1984,1.895,2.027,Portugal
PRT,1985,1.729,2.039,Portugal
PRT,1986,1.663,2.033,Portugal
PRT,1987,1.62,1.989,Portugal
PRT,1988,1.608,1.989,Portugal
PRT,1989,1.572,1.947,Portugal
PRT,1990,1.555,1.909,Portugal
PRT,1991,1.557,1.884,Portugal
PRT,1992,1.536,1.897,Portugal
PRT,1993,1.513,1.849,Portugal
PRT,1994,1.445,1.839,Portugal
PRT,1995,1.411,1.838,Portugal
PRT,1996,1.441,1.819,Portugal
PRT,1997,1.469,1.803,Portugal
PRT,1998,1.473,1.757,Portugal
PRT,1999,1.502,1.725,Portugal
PRT,2000,1.538,1.692,Portugal
PRT,2001,1.455,1.665,Portugal
PRT,2002,1.46,1.656,Portugal
PRT,2003,1.437,1.636,Portugal
PRT,2004,1.405,1.598,Portugal
PRT,2005,1.408,1.596,Portugal
PRT,2006,1.372,1.591,Portugal
PRT,2007,1.352,1.592,Portugal
PRT,2008,1.383,1.577,Portugal
PRT,2009,1.349,1.572,Portugal
PRT,2010,1.381,,Portugal
PRT,2011,1.343,,Portugal
PRT,2012,1.277,,Portugal
PRT,2013,1.213,,Portugal
PRT,2014,1.23,,Portugal
PRT,2015,1.302,,Portugal
PRT,2016,1.356,,Portugal
PRT,2017,1.377,,Portugal
PRT,2018,1.411,,Portugal
PRT,2019,1.421,,Portugal
PRT,2020,1.405,,Portugal
PRT,2021,1.328,,Portugal
PRT,2022,1.453,,Portugal
PRT,2023,1.508,,Portugal
RUS,1960,2.633,,Russia
RUS,1961,2.52,,Russia
RUS,1962,2.362,,Russia
RUS,1963,2.285,,Russia
RUS,1964,2.176,,Russia
RUS,1965,2.113,,Russia
RUS,1966,2.105,,Russia
RUS,1967,2.023,,Russia
RUS,1968,1.98,,Russia
RUS,1969,1.988,,Russia
RUS,1970,2.007,,Russia
RUS,1971,2.048,,Russia
RUS,1972,2.068,,Russia
RUS,1973,2.01,,Russia
RUS,1974,2.027,1.815,Russia
RUS,1975,2.002,1.781,Russia
RUS,1976,1.993,1.836,Russia
RUS,1977,1.978,1.766,Russia
RUS,1978,1.953,1.784,Russia
RUS,1979,1.92,1.89,Russia
RUS,1980,1.916,1.854,Russia
RUS,1981,1.941,1.889,Russia
RUS,1982,2.022,1.876,Russia
RUS,1983,2.135,1.862,Russia
RUS,1984,2.099,1.887,Russia
RUS,1985,2.094,1.854,Russia
RUS,1986,2.205,1.845,Russia
RUS,1987,2.249,1.874,Russia
RUS,1988,2.159,1.863,Russia
RUS,1989,2.034,1.86,Russia
RUS,1990,1.91,1.849,Russia
RUS,1991,1.751,1.801,Russia
RUS,1992,1.566,1.753,Russia
RUS,1993,1.393,1.724,Russia
RUS,1994,1.398,1.698,Russia
RUS,1995,1.352,1.68,Russia
RUS,1996,1.289,1.66,Russia
RUS,1997,1.243,1.638,Russia
RUS,1998,1.242,1.631,Russia
RUS,1999,1.183,1.619,Russia
RUS,2000,1.19,1.603,Russia
RUS,2001,1.221,1.596,Russia
RUS,2002,1.287,1.579,Russia
RUS,2003,1.334,1.589,Russia
RUS,2004,1.345,1.61,Russia
RUS,2005,1.299,,Russia
RUS,2006,1.315,,Russia
RUS,2007,1.428,,Russia
RUS,2008,1.517,,Russia
RUS,2009,1.559,,Russia
RUS,2010,1.585,,Russia
RUS,2011,1.601,,Russia
RUS,2012,1.708,,Russia
RUS,2013,1.725,,Russia
RUS,2014,1.766,,Russia
RUS,2015,1.79,,Russia
RUS,2016,1.773,,Russia
RUS,2017,1.627,,Russia
RUS,2018,1.581,,Russia
RUS,2019,1.504,,Russia
RUS,2020,1.505,,Russia
RUS,2021,1.505,,Russia
RUS,2022,1.452,,Russia
RUS,2023,1.449,,Russia
SVK,1960,3.024,,Slovakia
SVK,1961,2.958,,Slovakia
SVK,1962,2.833,,Slovakia
SVK,1963,2.915,,Slovakia
SVK,1964,2.888,,Slovakia
SVK,1965,2.782,2.708,Slovakia
SVK,1966,2.661,2.668,Slovakia
SVK,1967,2.487,2.669,Slovakia
SVK,1968,2.394,2.638,Slovakia
SVK,1969,2.435,2.608,Slovakia
SVK,1970,2.415,2.541,Slovakia
SVK,1971,2.425,2.485,Slovakia
SVK,1972,2.483,2.452,Slovakia
SVK,1973,2.557,2.457,Slovakia
SVK,1974,2.606,2.422,Slovakia
SVK,1975,2.544,2.357,Slovakia
SVK,1976,2.538,2.376,Slovakia
SVK,1977,2.486,2.378,Slovakia
SVK,1978,2.471,2.356,Slovakia
SVK,1979,2.447,2.328,Slovakia
SVK,1980,2.323,2.303,Slovakia
SVK,1981,2.283,2.28,Slovakia
SVK,1982,2.277,2.275,Slovakia
SVK,1983,2.279,2.241,Slovakia
SVK,1984,2.258,2.232,Slovakia
SVK,1985,2.251,2.226,Slovakia
SVK,1986,2.193,2.214,Slovakia
SVK,1987,2.137,2.207,Slovakia
SVK,1988,2.131,2.193,Slovakia
SVK,1989,2.067,2.184,Slovakia
SVK,1990,2.076,2.174,Slovakia
SVK,1991,2.034,2.169,Slovakia
SVK,1992,1.925,2.146,Slovakia
SVK,1993,1.859,2.115,Slovakia
SVK,1994,1.666,2.084,Slovakia
SVK,1995,1.523,2.045,Slovakia
SVK,1996,1.469,2.036,Slovakia
SVK,1997,1.428,2.019,Slovakia
SVK,1998,1.376,1.996,Slovakia
SVK,1999,1.331,1.961,Slovakia
SVK,2000,1.293,1.932,Slovakia
SVK,2001,1.202,,Slovakia
SVK,2002,1.185,,Slovakia
SVK,2003,1.204,,Slovakia
SVK,2004,1.246,,Slovakia
SVK,2005,1.262,,Slovakia
SVK,2006,1.254,,Slovakia
SVK,2007,1.27,,Slovakia
SVK,2008,1.342,,Slovakia
SVK,2009,1.433,,Slovakia
SVK,2010,1.43,,Slovakia
SVK,2011,1.445,,Slovakia
SVK,2012,1.394,,Slovakia
SVK,2013,1.396,,Slovakia
SVK,2014,1.422,,Slovakia
SVK,2015,1.403,,Slovakia
SVK,2016,1.478,,Slovakia
SVK,2017,1.521,,Slovakia
SVK,2018,1.545,,Slovakia
SVK,2019,1.566,,Slovakia
SVK,2020,1.591,,Slovakia
SVK,2021,1.631,,Slovakia
SVK,2022,1.56,,Slovakia
SVK,2023,1.56,,Slovakia
SVN,1960,2.186,,Slovenia
SVN,1961,2.268,,Slovenia
SVN,1962,2.278,,Slovenia
SVN,1963,2.302,,Slovenia
SVN,1964,2.323,,Slovenia
SVN,1965,2.445,,Slovenia
SVN,1966,2.475,,Slovenia
SVN,1967,2.379,,Slovenia
SVN,1968,2.259,,Slovenia
SVN,1969,2.177,,Slovenia
SVN,1970,2.114,,Slovenia
SVN,1971,2.158,,Slovenia
SVN,1972,2.166,,Slovenia
SVN,1973,2.201,,Slovenia
SVN,1974,2.116,,Slovenia
SVN,1975,2.172,,Slovenia
SVN,1976,2.199,,Slovenia
SVN,1977,2.166,,Slovenia
SVN,1978,2.195,,Slovenia
SVN,1979,2.21,,Slovenia
SVN,1980,2.105,,Slovenia
SVN,1981,1.96,,Slovenia
SVN,1982,1.928,,Slovenia
SVN,1983,1.812,,Slovenia
SVN,1984,1.747,,Slovenia
SVN,1985,1.719,,Slovenia
SVN,1986,1.672,,Slovenia
SVN,1987,1.652,,Slovenia
SVN,1988,1.63,,Slovenia
SVN,1989,1.525,,Slovenia
SVN,1990,1.462,,Slovenia
SVN,1991,1.422,,Slovenia
SVN,1992,1.334,,Slovenia
SVN,1993,1.329,,Slovenia
SVN,1994,1.315,,Slovenia
SVN,1995,1.288,,Slovenia
SVN,1996,1.279,,Slovenia
SVN,1997,1.247,,Slovenia
SVN,1998,1.231,1.74,Slovenia
SVN,1999,1.212,1.732,Slovenia
SVN,2000,1.253,1.721,Slovenia
SVN,2001,1.208,1.701,Slovenia
SVN,2002,1.21,1.693,Slovenia
SVN,2003,1.203,1.682,Slovenia
SVN,2004,1.248,1.657,Slovenia
SVN,2005,1.263,1.686,Slovenia
SVN,2006,1.317,,Slovenia
SVN,2007,1.386,,Slovenia
SVN,2008,1.529,,Slovenia
SVN,2009,1.538,,Slovenia
SVN,2010,1.579,,Slovenia
SVN,2011,1.57,,Slovenia
SVN,2012,1.587,,Slovenia
SVN,2013,1.553,,Slovenia
SVN,2014,1.581,,Slovenia
SVN,2015,1.576,,Slovenia
SVN,2016,1.587,,Slovenia
SVN,2017,1.622,,Slovenia
SVN,2018,1.606,,Slovenia
SVN,2019,1.611,,Slovenia
SVN,2020,1.594,,Slovenia
SVN,2021,1.64,,Slovenia
SVN,2022,1.568,,Slovenia
SVN,2023,1.576,,Slovenia
SWE,1960,2.17,,Sweden
SWE,1961,2.202,,Sweden
SWE,1962,2.236,,Sweden
SWE,1963,2.315,,Sweden
SWE,1964,2.448,,Sweden
SWE,1965,2.401,2.14,Sweden
SWE,1966,2.356,2.114,Sweden
SWE,1967,2.266,2.106,Sweden
SWE,1968,2.074,2.084,Sweden
SWE,1969,1.931,2.061,Sweden
SWE,1970,1.921,2.052,Sweden
SWE,1971,1.957,2.031,Sweden
SWE,1972,1.91,1.998,Sweden
SWE,1973,1.868,1.987,Sweden
SWE,1974,1.867,1.989,Sweden
SWE,1975,1.767,1.972,Sweden
SWE,1976,1.682,1.989,Sweden
SWE,1977,1.64,2,Sweden
SWE,1978,1.601,1.993,Sweden
SWE,1979,1.65,2.003,Sweden
SWE,1980,1.672,2.009,Sweden
SWE,1981,1.633,2.001,Sweden
SWE,1982,1.618,2.01,Sweden
SWE,1983,1.613,2.025,Sweden
SWE,1984,1.655,2.024,Sweden
SWE,1985,1.734,2.035,Sweden
SWE,1986,1.795,2.042,Sweden
SWE,1987,1.844,2.053,Sweden
SWE,1988,1.956,2.057,Sweden
SWE,1989,2.015,2.048,Sweden
SWE,1990,2.121,2.058,Sweden
SWE,1991,2.109,2.03,Sweden
SWE,1992,2.078,2.036,Sweden
SWE,1993,1.987,2.028,Sweden
SWE,1994,1.878,2.014,Sweden
SWE,1995,1.73,2.014,Sweden
SWE,1996,1.6,2.005,Sweden
SWE,1997,1.527,1.997,Sweden
SWE,1998,1.506,1.997,Sweden
SWE,1999,1.501,1.993,Sweden
SWE,2000,1.542,1.999,Sweden
SWE,2001,1.569,1.977,Sweden
SWE,2002,1.648,1.976,Sweden
SWE,2003,1.712,1.96,Sweden
SWE,2004,1.751,1.965,Sweden
SWE,2005,1.772,1.955,Sweden
SWE,2006,1.848,1.945,Sweden
SWE,2007,1.877,1.947,Sweden
SWE,2008,1.905,1.937,Sweden
SWE,2009,1.932,1.922,Sweden
SWE,2010,1.973,,Sweden
SWE,2011,1.902,,Sweden
SWE,2012,1.9,,Sweden
SWE,2013,1.885,,Sweden
SWE,2014,1.876,,Sweden
SWE,2015,1.847,,Sweden
SWE,2016,1.846,,Sweden
SWE,2017,1.785,,Sweden
SWE,2018,1.754,,Sweden
SWE,2019,1.709,,Sweden
SWE,2020,1.671,,Sweden
SWE,2021,1.668,,Sweden
SWE,2022,1.538,,Sweden
SWE,2023,1.43,,Sweden
TWN,1960,5.787,,Taiwan
TWN,1961,5.666,,Taiwan
TWN,1962,5.535,,Taiwan
TWN,1963,5.387,,Taiwan
TWN,1964,5.202,,Taiwan
TWN,1965,4.994,,Taiwan
TWN,1966,4.778,,Taiwan
TWN,1967,4.534,,Taiwan
TWN,1968,4.37,,Taiwan
TWN,1969,4.184,,Taiwan
TWN,1970,3.976,,Taiwan
TWN,1971,3.723,,Taiwan
TWN,1972,3.436,,Taiwan
TWN,1973,3.249,,Taiwan
TWN,1974,3.089,,Taiwan
TWN,1975,2.973,,Taiwan
TWN,1976,3.004,,Taiwan
TWN,1977,2.738,,Taiwan
TWN,1978,2.68,,Taiwan
TWN,1979,2.645,,Taiwan
TWN,1980,2.53,,Taiwan
TWN,1981,2.453,,Taiwan
TWN,1982,2.327,,Taiwan
TWN,1983,2.179,,Taiwan
TWN,1984,2.046,,Taiwan
TWN,1985,1.884,,Taiwan
TWN,1986,1.72,,Taiwan
TWN,1987,1.715,,Taiwan
TWN,1988,1.803,,Taiwan
TWN,1989,1.743,,Taiwan
TWN,1990,1.787,,Taiwan
TWN,1991,1.746,2.175,Taiwan
TWN,1992,1.744,2.14,Taiwan
TWN,1993,1.767,2.075,Taiwan
TWN,1994,1.771,2.015,Taiwan
TWN,1995,1.782,1.956,Taiwan
TWN,1996,1.779,1.905,Taiwan
TWN,1997,1.736,1.874,Taiwan
TWN,1998,1.541,1.82,Taiwan
TWN,1999,1.533,1.764,Taiwan
TWN,2000,1.472,1.724,Taiwan
TWN,2001,1.404,1.68,Taiwan
TWN,2002,1.327,1.649,Taiwan
TWN,2003,1.248,1.617,Taiwan
TWN,2004,1.185,1.59,Taiwan
TWN,2005,1.133,1.541,Taiwan
TWN,2006,1.118,1.519,Taiwan
TWN,2007,1.102,1.496,Taiwan
TWN,2008,1.062,1.451,Taiwan
TWN,2009,1.005,1.432,Taiwan
TWN,2010,0.916,,Taiwan
TWN,2011,1.059,,Taiwan
TWN,2012,1.188,,Taiwan
TWN,2013,1.13,,Taiwan
TWN,2014,1.162,,Taiwan
TWN,2015,1.185,,Taiwan
TWN,2016,1.171,,Taiwan
TWN,2017,1.121,,Taiwan
TWN,2018,1.075,,Taiwan
TWN,2019,1.045,,Taiwan
TWN,2020,0.99,,Taiwan
TWN,2021,0.975,,Taiwan
TWN,2022,0.87,,Taiwan
TWN,2023,0.87,,Taiwan
UKR,1960,2.285,,Ukraine
UKR,1961,2.197,,Ukraine
UKR,1962,2.154,,Ukraine
UKR,1963,2.111,,Ukraine
UKR,1964,2.014,,Ukraine
UKR,1965,1.943,,Ukraine
UKR,1966,2.037,,Ukraine
UKR,1967,2.04,,Ukraine
UKR,1968,2.031,,Ukraine
UKR,1969,2.012,,Ukraine
UKR,1970,2.078,,Ukraine
UKR,1971,2.113,,Ukraine
UKR,1972,2.127,,Ukraine
UKR,1973,2.044,,Ukraine
UKR,1974,2.064,1.839,Ukraine
UKR,1975,2.049,1.831,Ukraine
UKR,1976,2.044,1.856,Ukraine
UKR,1977,1.983,1.867,Ukraine
UKR,1978,1.969,1.886,Ukraine
UKR,1979,1.957,1.916,Ukraine
UKR,1980,1.949,1.901,Ukraine
UKR,1981,1.915,1.911,Ukraine
UKR,1982,1.951,1.883,Ukraine
UKR,1983,2.099,1.848,Ukraine
UKR,1984,2.081,1.839,Ukraine
UKR,1985,2.033,1.831,Ukraine
UKR,1986,2.117,1.824,Ukraine
UKR,1987,2.07,1.842,Ukraine
UKR,1988,2.042,1.862,Ukraine
UKR,1989,1.927,1.857,Ukraine
UKR,1990,1.845,1.834,Ukraine
UKR,1991,1.773,1.806,Ukraine
UKR,1992,1.674,1.774,Ukraine
UKR,1993,1.564,1.739,Ukraine
UKR,1994,1.471,1.7,Ukraine
UKR,1995,1.399,1.678,Ukraine
UKR,1996,1.333,1.673,Ukraine
UKR,1997,1.271,1.623,Ukraine
UKR,1998,1.206,1.599,Ukraine
UKR,1999,1.127,1.596,Ukraine
UKR,2000,1.108,,Ukraine
UKR,2001,1.092,,Ukraine
UKR,2002,1.127,,Ukraine
UKR,2003,1.173,,Ukraine
UKR,2004,1.215,,Ukraine
UKR,2005,1.221,,Ukraine
UKR,2006,1.297,,Ukraine
UKR,2007,1.343,,Ukraine
UKR,2008,1.444,,Ukraine
UKR,2009,1.47,,Ukraine
UKR,2010,1.436,,Ukraine
UKR,2011,1.464,,Ukraine
UKR,2012,1.528,,Ukraine
UKR,2013,1.515,,Ukraine
UKR,2014,1.466,,Ukraine
UKR,2015,1.387,,Ukraine
UKR,2016,1.391,,Ukraine
UKR,2017,1.3,,Ukraine
UKR,2018,1.233,,Ukraine
UKR,2019,1.218,,Ukraine
UKR,2020,1.208,,Ukraine
UKR,2021,1.148,,Ukraine
UKR,2022,0.897,,Ukraine
UKR,2023,0.977,,Ukraine
USA,1960,3.732,,United States
USA,1961,3.691,,United States
USA,1962,3.533,,United States
USA,1963,3.39,,United States
USA,1964,3.258,,United States
USA,1965,2.983,3.214,United States
USA,1966,2.769,3.131,United States
USA,1967,2.605,3.059,United States
USA,1968,2.508,2.983,United States
USA,1969,2.504,2.892,United States
USA,1970,2.515,2.795,United States
USA,1971,2.318,2.68,United States
USA,1972,2.057,2.561,United States
USA,1973,1.921,2.464,United States
USA,1974,1.872,2.365,United States
USA,1975,1.815,2.292,United States
USA,1976,1.785,2.215,United States
USA,1977,1.826,2.15,United States
USA,1978,1.804,2.104,United States
USA,1979,1.843,2.057,United States
USA,1980,1.861,2.022,United States
USA,1981,1.847,1.998,United States
USA,1982,1.855,1.982,United States
USA,1983,1.827,1.972,United States
USA,1984,1.827,1.974,United States
USA,1985,1.854,1.981,United States
USA,1986,1.852,1.985,United States
USA,1987,1.885,1.987,United States
USA,1988,1.942,1.991,United States
USA,1989,2.014,2.012,United States
USA,1990,2.072,2.024,United States
USA,1991,2.059,2.024,United States
USA,1992,2.039,2.034,United States
USA,1993,2.01,2.051,United States
USA,1994,1.988,2.066,United States
USA,1995,1.965,2.075,United States
USA,1996,1.96,2.089,United States
USA,1997,1.956,2.109,United States
USA,1998,1.98,2.111,United States
USA,1999,1.99,2.114,United States
USA,2000,2.03,2.137,United States
USA,2001,2.011,2.16,United States
USA,2002,2.003,2.183,United States
USA,2003,2.025,2.203,United States
USA,2004,2.031,2.216,United States
USA,2005,2.04,2.221,United States
USA,2006,2.087,2.228,United States
USA,2007,2.096,2.231,United States
USA,2008,2.053,2.206,United States
USA,2009,1.987,2.176,United States
USA,2010,1.916,,United States
USA,2011,1.879,,United States
USA,2012,1.862,,United States
USA,2013,1.84,,United States
USA,2014,1.848,,United States
USA,2015,1.832,,United States
USA,2016,1.804,,United States
USA,2017,1.753,,United States
USA,2018,1.715,,United States
USA,2019,1.684,,United States
USA,2020,1.616,,United States
USA,2021,1.634,,United States
USA,2022,1.665,,United States
USA,2023,1.624,,United States
